1,我国最常见的性病是,A.尖锐湿疣</br>B.淋病</br>C.艾滋病</br>D.梅毒</br>E.软下疳</br>,5,B,,,2
1,梅毒引起的心血管病变主要见于,A.主动脉</br>B.冠状动脉</br>C.肾动脉</br>D.颈总动脉</br>E.肺动脉</br>,5,A,,,2
1,梅毒是由哪种病原体引起的,A.真菌</br>B.病毒</br>C.螺旋体</br>D.衣原体</br>E.支原体</br>,5,C,,,2
1,淋病的病变主要累及,A.心血管系统</br>B.呼吸系统</br>C.消化系统</br>D.泌尿生殖系统</br>E.神经系统</br>,5,D,,,2
1,尖锐湿疣是由何种病毒引起的性传播性疾病,A.HIV</br>B.EBV</br>C.HBV</br>D.HEV</br>E.HPV</br>,5,E,,,2
1,下列关于AIDS的叙述错误的是,A.AIDS的潜伏期长</br>B.AIDS是由HIV感染所引起的</br>C.HIV是一种反转录病毒</br>D.AIDS可通过游泳和公共洗浴感染</br>E.AIDS常伴有肿瘤的发生</br>,5,D,,,2
1,AIDS常并发何种肿瘤,A.纤维瘤</br>B.纤维肉瘤</br>C.Kaposi肉瘤</br>D.上皮肿瘤</br>E.间皮瘤</br>,5,C,,,2
1,梅毒特征性的病理变化是,A.形成肿瘤</br>B.组织坏死</br>C.树胶肿</br>D.大量巨噬细胞</br>E.大量的中性粒细胞</br>,5,C,,,2
1,(2013)我国女性中居首位的性传播疾病是,A.淋病</br>B.尖锐湿疣</br>C.生殖器疱疹</br>D.梅毒</br>E.艾滋病</br>,5,A,,,2
1,光镜下发现下列哪种细胞对尖锐湿疣的诊断价值最大？,A.基底细胞</br>B.凹空细胞</br>C.镜影细胞</br>D.泡沫细胞</br>E.毛玻璃样细胞</br>,5,B,,,2
1,下列关于梅毒树胶肿的叙述，正确的是,A.大片干酪样坏死</br>B.类上皮细胞丰富</br>C.大量郎罕巨细胞</br>D.淋巴细胞、浆细胞少见</br>E.可见原有血管壁轮廓</br>,5,E,,,2
1,下述哪项关于梅毒的叙述是正确的？,A.均为性传播</br>B.树胶肿内可见大量类上皮细胞</br>C.树胶肿和血管炎是基本病变</br>D.可导致主动脉瓣狭窄</br>E.骨骼不受累</br>,5,C,,,2
1,一期梅毒的特征病变是,A.树胶样肿</br>B.硬下疳</br>C.软下疳</br>D.闭塞性动脉内膜炎</br>,5,B,,,2
1,患者，男性，46岁，偶发腹股沟淋巴结肿大，无压痛。近段时间出现全身乏力，食欲不振，时有头晕、头痛症状，口腔易溃疡。追问病史和发病前接触史，曾到娱乐场所有过性接触。血常规：白细胞计数降低。免疫学检查：T细胞计数明显下降。高度怀疑,A.淋巴瘤</br>B.白血病</br>C.恶性肿瘤</br>D.AIDS</br>E.真菌病</br>,5,D,,,2
1,患者，男性，23岁。近几天来时常出现尿痛、尿频，最近几天发现尿道口流出白色黏液样脓性物，时有排尿困难。检查发现前列腺肿大，有压痛。该患者可能患有：,A.尿道炎</br>B.尿路感染</br>C.前列腺炎</br>D.前列腺增生</br>E.淋病</br>,5,E,,,2
1,患者，女性，38岁，会阴处皮肤发白，表面有散在小而尖的突起4-5个，呈疣状，顶端有溃疡，触之易出血。活检光镜下可见，角质层过度增生，棘细胞层增厚，其内可见凹空细胞。病理诊断为,A.外阴营养不良</br>B.外阴白斑</br>C.尖锐湿疣</br>D.外阴息肉</br>E.外阴慢性炎症</br>,5,C,,,2
1,AIDS是由,A.淋球菌所引起的</br>B.单纯疱疹病毒感染所引起的</br>C.HPV感染所引起的</br>D.HIV感染所引起的</br>E.梅毒螺旋体所引起的</br>,5,D,,,2
1,尖锐湿疣是由,A.淋球菌所引起的</br>B.单纯疱疹病毒感染所引起的</br>C.HPV感染所引起的</br>D.HIV感染所引起的</br>E.梅毒螺旋体所引起的</br>,5,C,,,2
1,梅毒是由,A.淋球菌所引起的</br>B.单纯疱疹病毒感染所引起的</br>C.HPV感染所引起的</br>D.HIV感染所引起的</br>E.梅毒螺旋体所引起的</br>,5,E,,,2
1,淋病是由,A.淋球菌所引起的</br>B.单纯疱疹病毒感染所引起的</br>C.HPV感染所引起的</br>D.HIV感染所引起的</br>E.梅毒螺旋体所引起的</br>,5,A,,,2
1,AIDS的主要病理变化特点是,A.病变部位急性化脓性炎症</br>B.形成树胶肿</br>C.表皮呈疣状或乳头状增生</br>D.淋巴细胞和单核细胞增生</br>E.形成恶性肿瘤</br>,5,E,,,2
1,尖锐湿疣特征性病理变化是,A.病变部位急性化脓性炎症</br>B.形成树胶肿</br>C.表皮呈疣状或乳头状增生</br>D.淋巴细胞和单核细胞增生</br>E.形成恶性肿瘤</br>,5,C,,,2
1,梅毒特征性病理变化是,A.病变部位急性化脓性炎症</br>B.形成树胶肿</br>C.表皮呈疣状或乳头状增生</br>D.淋巴细胞和单核细胞增生</br>E.形成恶性肿瘤</br>,5,B,,,2
1,淋病特征性病理变化是,A.病变部位急性化脓性炎症</br>B.形成树胶肿</br>C.表皮呈疣状或乳头状增生</br>D.淋巴细胞和单核细胞增生</br>E.形成恶性肿瘤</br>,5,A,,,2
